Democrat,population,population_change,age65plus,Black,Hispanic,Edu_bachelors,income,Poverty,Density
1,36234,-2.4,15,0.476,0.033,11.2,36022,22.2,52.6
1,6790,-3.9,19.1,0.438,0.017,16.7,47292,11.5,25.3
0,10779,0.1,21.5,0.006,0.012,15.7,51078,7.1,23
0,3812,2.5,15.1,0.019,0.64,11.1,50475,16.7,1.3
0,41168,-0.3,15.8,0.141,0.397,14.6,40411,18.8,38
1,562998,6.3,11.9,0.022,0.163,39.4,64180,11.4,731.4
0,28497,-1.1,16.9,0.004,0.017,15.9,47537,9.4,64.6
0,27778,-3.2,17.3,0.024,0.01,10.8,26228,33.5,79.9
1,1151145,12.4,8.4,0.089,0.339,44.9,58025,17.4,1034.4
0,36744,0.1,19,0.011,0.113,18.7,48626,10.7,69.4
0,93096,0.4,18.2,0.104,0.024,21.1,42844,17.2,138.8
0,14493,-2.6,14.5,0.006,0.012,12.4,45480,15.6,53.7
0,9782,27.5,10.8,0.009,0.062,18.3,68722,12.3,4.2
0,3076,-4.6,25.7,0.002,0.019,17.5,43011,12.9,5.6
0,121112,-0.9,17.7,0.007,0.015,24.6,46808,13.4,140.8
1,715597,4.4,11.8,0.081,0.405,18.1,53380,18.2,492.6
0,41188,-2.3,15.5,0.061,0.032,14.6,51100,10.5,71.1
0,156325,1.7,13.3,0.373,0.022,22.9,38955,23.2,251.8
0,12867,-2.8,16,0.008,0.124,19.7,44520,12.4,7.1
0,53162,-2.7,14.5,0.326,0.064,10.8,41571,21,98.4
0,28129,-1.5,16.6,0.006,0.008,10.6,35678,22.7,48.9
1,207590,3.4,11.5,0.03,0.315,37.9,55918,19.1,197.9
0,4950,13.1,11.3,0.03,0.619,13.6,50417,13.8,5.6
0,7874,-0.9,17.5,0.034,0.028,17.5,46512,12.3,20.2
0,12034,-4.1,16.1,0.008,0.364,14.1,34391,23.3,7.7
0,36867,13.1,9.1,0.006,0.08,16.2,62067,11.6,7.3
0,21797,1.9,16,0.031,0.479,15.7,47027,17.6,42.2
1,663862,10.6,10.9,0.102,0.308,42.9,50313,19.1,3922.6
0,49635,-1.7,18.5,0.019,0.054,19.8,52940,10.5,61.3
0,37196,0.8,19.8,0.004,0.023,15.4,38506,16.6,62.5
0,144755,4.9,30,0.094,0.119,26.6,44772,15.1,274.5
0,30953,-1.6,21.1,0.004,0.014,15.3,43907,11.6,104.4
0,4683,0.6,19.8,0.012,0.073,19.6,46597,18.6,5.6
0,46376,-1.2,17.1,0.067,0.018,14.2,40891,18.8,86.6
0,14572,-1.5,22.4,0.342,0.032,20.1,34420,29,85.8
0,2293,1.3,17.7,0.003,0.046,17,50000,7,2.2
0,34735,-3.6,17.5,0.053,0.058,16,50060,10.7,49.7
0,9578,6.9,21.5,0.003,0.021,17.5,53565,10.9,4.2
1,1116,-5,21.1,0.003,0.096,31.2,58636,16.6,1.6
0,44959,0.5,16.8,0.368,0.034,18.1,34035,26.5,82.1
0,10331,3.5,14.9,0.126,0.026,18.8,56607,6,41.5
0,5957,-0.5,19.6,0.003,0.042,16.1,44964,12.9,6.1
0,7698,-2,21.6,0.003,0.031,19.3,47466,12.5,9.1
0,14831,-1.5,15.8,0.006,0.026,24,63076,7,34.4
0,102518,6.3,13,0.145,0.047,24.4,41393,20.6,136.4
0,14274,2.1,18.5,0.013,0.047,16.3,36094,27.2,26.5
0,16515,-0.9,19.6,0.007,0.032,18.4,49035,8.9,29.4
1,1004516,2.5,17.7,0.041,0.361,29.8,45841,19.2,106.7
0,13977,0.5,18,0.24,0.017,12.7,36275,19.1,22.8
0,23524,0.6,17.5,0.181,0.208,12.4,38823,21.5,25.8
0,29139,1.9,12.3,0.039,0.043,12.7,46756,16.9,93.6
0,24731,2,18.2,0.009,0.012,15.4,39381,18.4,68.4
0,2482,-2.2,23.7,0.007,0.022,15,44950,12.1,4.5
0,24945,-3.5,18,0.442,0.013,11.2,29357,29.3,20.9
1,384320,11.8,12.1,0.598,0.055,33.7,37146,27.3,2029.4
0,7781,-3.5,14,0.026,0.627,12.8,36402,24.1,9
0,27172,2.3,16,0.165,0.228,11.1,43994,19.1,33.8
0,79728,-2.3,17.4,0.135,0.047,13.9,41400,19.6,90.9
1,4468,-4.7,17.9,0.022,0.794,11.3,29071,17.5,1.5
0,9826,-0.4,21.6,0.002,0.044,34.3,50473,9.5,2.7
0,6891,-5.1,24.9,0.003,0.02,17.6,48468,8,9.5
0,23044,2.3,15.3,0.052,0.271,13.5,43504,14.6,24.3
0,29706,4.5,17.6,0.078,0.03,22.8,41473,18.3,157.8
0,60946,-0.6,16.5,0.028,0.072,14.5,44051,17.6,122.4
0,874589,4.2,9.9,0.063,0.515,15,48552,22.9,103.3
0,159741,-0.3,16,0.083,0.034,18.8,46615,17,228.4
0,41030,2,23.1,0.005,0.033,24.5,38688,16.8,16.8
0,64973,-1.1,19.8,0.012,0.022,28,55904,10.9,75.8
0,25965,-4.7,16.3,0.416,0.016,9.8,30973,24.6,40.8
0,5818,-3.6,21.7,0.005,0.071,16.9,38313,16.5,7.5
0,14048,-5.1,15.9,0.335,0.095,9.4,37716,23.6,28.8
0,698,-2,26.5,0.004,0.044,39.3,47083,6.4,0.8
0,16490,3.1,26.2,0.366,0.063,21.4,42565,22.3,41.3
0,54000,-3.1,18.3,0.012,0.033,12.7,43039,15.7,69.4
1,23074,-1.2,15.4,0.326,0.025,21.9,37436,19.8,66.8
1,45909,0.2,14.2,0.418,0.021,19,32751,30,177.3
0,17780,-2.4,23.9,0.02,0.171,15.4,44742,14.7,18.5
0,6319,-0.7,20.8,0.023,0.019,14.6,46170,13.2,49.2
0,16543,-1.3,19.8,0.006,0.013,11.8,43605,14.7,23.5
1,179091,2.6,12,0.035,0.823,13.3,41807,23.3,41.8
0,10436,-2.3,20.1,0.009,0.118,15.1,48355,11.1,18.4
0,26951,5.9,13.7,0.019,0.041,19.6,49324,11,7.3
0,4516,-8.1,22.8,0.003,0.01,16.2,42979,12.3,10.6
0,8573,0,20.6,0.008,0.048,26.6,57004,7.5,2.1
0,28462,-1,18,0.01,0.028,15.4,45355,12.5,70.3
0,11103,-0.4,20.4,0.379,0.036,14.7,44885,11.1,43.4
0,52196,-1.4,18.6,0.006,0.015,11.9,43425,13.7,88.5
0,4050,-0.9,15.7,0.026,0.563,10.8,51411,16.5,4.2
0,157456,4.3,13.2,0.032,0.2,16.7,57535,12,208.3
0,6845,-3.5,26.1,0.011,0.037,22.4,37667,17.4,4.1
0,35954,-2.6,15.9,0.048,0.028,10.6,42023,17.2,98.7
0,19202,1.2,16.6,0.006,0.021,14.6,47876,12,40
0,10812,3.1,22.4,0.011,0.188,26.8,49487,9.3,14.8
1,308171,1.3,15.3,0.137,0.057,38.8,59394,13,581.9
1,81632,-0.6,15.2,0.045,0.028,22.1,50282,14.5,79.1
0,9385,-1.6,21.1,0.009,0.035,16.6,38534,16.3,13.3
0,49491,1.1,13.3,0.007,0.04,27.6,65130,6.4,153.9
1,532655,4.7,12.9,0.117,0.073,39.4,54247,16.9,3341.7
0,10006,-1.1,21.2,0.003,0.023,15,44032,12.2,11.2
0,132355,0.5,13.8,0.109,0.183,20.1,45086,15.6,209.5
1,26899,-4.8,13.9,0.527,0.044,11.7,30873,28.4,44.5
0,17650,-3.5,15.3,0.267,0.022,10,28889,29.3,37.1
0,68335,-0.7,20,0.022,0.028,15.5,35545,22,110.6
0,63744,-1.2,18.8,0.012,0.021,20.5,45047,15,45.7
0,12110,-2.7,20.2,0.007,0.057,17.3,49434,10.6,21.4
0,135143,2.8,13.9,0.078,0.236,24.4,44891,17.4,143.6
1,13932,0.5,11.2,0.016,0.028,41.6,38173,24.5,33.6
0,6172,-9,32.1,0.003,0.011,15.3,34620,13.8,5.2
0,12840,-2.9,21.3,0.008,0.102,16,45205,11,22.8
0,16215,-0.3,24,0.004,0.031,14.8,37349,17.5,1.9
0,17956,0.5,18.2,0.232,0.03,22.7,47729,15.4,51.4
0,1978,-4.2,22,0.003,0.051,18.4,37750,14.9,1.9
0,44022,5.9,19.6,0.136,0.091,9.8,35698,23.6,60.3
0,77258,-2.8,16.8,0.027,0.012,14.2,35379,23.3,130.3
1,10764,-1.4,14.9,0.701,0.075,12.5,32033,21.6,17.5
1,59677,-0.9,13,0.149,0.042,35.1,33479,30.4,103.1
0,1438,4.7,18.8,0.008,0.024,30.9,54524,5.8,1.4
0,22864,0.9,18.5,0.007,0.027,10.5,32364,20.4,80.7
0,8449,-2.8,19.1,0.114,0.022,13.8,39420,17.7,14.5
0,9345,1.1,19.8,0.004,0.037,27.2,41614,15.1,1.7
0,84395,0.9,15,0.01,0.069,23,53454,11.2,150.4
0,66915,3.3,14.2,0.022,0.56,14.7,50657,17,93.5
0,77955,4.9,13.6,0.011,0.017,12.7,54836,10.2,250.2
0,36198,1.5,14.4,0.135,0.036,15,46385,16.8,30.8
1,490228,-1.2,14.6,0.253,0.181,19.8,49035,17.8,994.1
0,139231,1.7,15,0.422,0.024,21.3,41910,19.8,171.1
0,15771,-2.7,30.1,0.004,0.012,14.7,41617,12.1,8.9
0,3157,-4.6,22.6,0.005,0.027,18.2,33839,19.6,6.6
0,1991,-3.9,22.5,0.001,0.017,29.7,41932,12.4,1.1
0,13806,-1.4,18.8,0.058,0.047,10.9,34619,21.1,17.4
0,9518,6.2,16.8,0.005,0.027,18.1,50405,16,3.8
0,10015,-0.7,17.5,0.018,0.111,20.9,45336,14.9,13.9
1,13792,-6.4,14.9,0.598,0.041,10.1,30240,29.4,36.8
0,5271,-2.5,20.2,0.002,0.038,20.3,52848,8.3,12.3
0,10255,0.9,19.3,0.012,0.012,13.3,47969,9.9,21.6
0,41298,-1.1,21.7,0.005,0.015,13.6,40490,13.2,29.8
0,13234,-1.5,15.4,0.006,0.007,8.5,36705,20.6,32.6
0,6426,-3.1,20.1,0.115,0.014,12.7,39469,18.6,7.4
0,5309,1,17.3,0.004,0.024,22.3,45284,13.2,6.4
0,210287,3.5,20.2,0.008,0.12,24.8,44005,17.2,73
0,9224,-1,19.3,0.01,0.009,11.4,34261,20.8,25.9
0,652,1.7,20.6,0.006,0.169,32.1,71607,0.9,0.7
0,34065,-4,18.1,0.058,0.063,17.9,39669,19.4,55.1
0,67694,-2.9,19.5,0.055,0.014,14.7,40577,16.6,170.7
0,37857,0.3,16,0.037,0.031,20.3,61720,8.9,79.7
0,12856,-3.4,21.8,0.007,0.013,17.2,41108,14.1,4.3
0,1396,0.1,20.9,0.001,0.11,22.2,43606,8.9,0.9
0,37792,-1.6,18.3,0.035,0.107,13.1,40371,18.5,114.7
0,170388,8,18.3,0.005,0.078,31,50209,14.5,52.3
0,20296,-3.1,18,0.44,0.012,14,29918,28.4,27
0,47774,6.4,13.9,0.014,0.626,14.1,47543,16.4,36.8
1,956406,0.9,12.1,0.272,0.142,28.1,43193,21.6,3926
0,20454,-0.9,18.5,0.023,0.016,17.2,55041,8.3,35.9
0,20323,1.3,15.5,0.008,0.337,9.9,43266,13.6,26.5
0,9449,-1.2,19.7,0.008,0.014,11.6,46429,11.6,20.2
1,27496,-6.6,11.6,0.73,0.015,13,26619,36.1,42.2
0,8296,-1.9,20.2,0.006,0.016,15.7,38417,17.1,19.5
0,2798,-4.2,19.4,0.084,0.274,17.8,26688,28.8,5.4
0,7766,-1.1,18.8,0.005,0.04,17,50859,12.6,16.2
0,16826,-1.3,16.6,0.004,0.008,10.9,30674,25.5,53.9
0,3658,-4,23,0.007,0.046,17.2,41045,15.5,6.6
0,23447,1.8,12.2,0.204,0.064,15.3,55138,12.7,29.5
0,45379,1.6,15.7,0.015,0.04,17.4,49774,14.4,49.6
0,17731,1.8,20.1,0.139,0.053,20.5,50835,9.3,2315.3
0,3108,7.5,15.7,0.002,0.017,16.1,51164,5.9,1.8
1,15184,-3.7,17.3,0.581,0.013,12.8,30051,26.6,24.5
0,69966,-1.4,16,0.11,0.057,17.9,38502,22.9,87.6
0,63265,1.2,20.7,0.006,0.014,22.5,47058,12.9,62.6
0,25602,0,13.6,0.019,0.026,27.6,34733,23.7,45.1
1,137608,4.6,15.1,0.026,0.374,28.3,58017,14.2,35.5
0,48051,-2.2,18.3,0.032,0.029,17.7,49559,14,70.7
0,3162,-8.6,15.1,0.018,0.522,21.9,50648,22.8,2.6
0,61697,-0.4,15.3,0.016,0.067,14.3,39479,20.2,104.4
0,35212,-1.2,17,0.022,0.1,16.2,41425,19.1,82.5
1,705186,0.3,12.2,0.075,0.21,41.9,77469,9,1585.6
0,37811,4.2,9.8,0.018,0.094,48,42774,26,8.5
0,126413,6.4,11.2,0.032,0.04,30.4,67225,9,482.3
0,38987,4.2,14.5,0.051,0.041,20.5,61610,9.3,176
0,148070,4.2,13.3,0.202,0.026,28.5,57380,11.5,182.6
0,60600,0,17.6,0.113,0.039,16,42518,16.1,153.3
0,2359,0.9,19.8,0.003,0.007,20.6,44493,21,1.6
0,14859,-1.4,14.2,0.156,0.113,9.6,36296,24.5,45.6
0,64586,-1,15.8,0.03,0.034,24.4,53518,13.4,103.5
0,766,-6.4,21.9,0,0.009,17.5,38807,16,1.4
0,35552,-0.4,18.2,0.166,0.066,11.2,40417,17.8,38
1,516284,5.8,11.9,0.054,0.062,46.6,61721,12.9,407.7
0,27223,-1.8,16.5,0.007,0.012,10.4,36406,20.3,67.7
0,13432,-3.4,15.5,0.215,0.042,13.3,42192,21.7,37.8
0,48821,2.3,15.6,0.071,0.067,17.1,41401,16.3,57.8
1,9826,-7.1,17.9,0.675,0.013,10.4,28209,25.6,14.7
0,18541,0.1,16.5,0.076,0.022,10.3,39850,15.1,27.6
1,17626,2.8,15.6,0.008,0.099,56.8,72745,10.1,17.7
0,105686,-2,18.3,0.025,0.015,12.6,42300,16.9,202.7
0,5184,-3,19.8,0.035,0.077,16.3,40143,17.3,0.5
0,46102,1.3,14,0.232,0.183,13.1,32484,26.7,83.6
0,277670,9.8,11.1,0.014,0.288,25.9,57180,14.7,63.4
0,15804,-0.3,15.9,0.004,0.007,10.8,33525,27,38.2
0,12629,-3.8,21,0.409,0.01,11.6,30750,25.7,18
0,8791,1.1,19.5,0.004,0.016,13.3,43269,16.5,8.7
0,31555,-2,20,0.024,0.018,15,37239,18.4,71.4
0,52626,0.7,18.7,0.041,0.033,14.3,39410,18.3,121.5
0,19482,-1.8,19.8,0.006,0.013,14.5,46467,10.5,31.2
0,9972,-2.7,16.6,0.197,0.013,19,33524,24.9,24.4
0,108350,-2.2,17.9,0.171,0.021,22.3,46559,17.6,190.8
0,74165,2.5,16.2,0.024,0.058,22.9,33709,26.5,180.3
1,41711,-4.8,15.6,0.695,0.01,14.2,26519,35.5,44.8
1,32695,-5,17.9,0.651,0.023,12.2,25849,30.8,36.8
0,56191,-2,20.3,0.063,0.102,22.5,59340,9.1,105.3
1,31232,-4.8,14.8,0.528,0.053,18.5,33796,32.3,68
0,3003,-7.3,26.8,0.004,0.097,18.5,39009,19.4,3.4
0,79290,1,20.8,0.067,0.12,14.4,40900,18.9,89.9
0,10203,-1.7,17.1,0.002,0.008,10.8,44740,14.6,30.8
0,108242,7.2,15.4,0.016,0.049,27.8,50833,13.5,36.4
0,21832,0.5,16.2,0.303,0.017,14.7,39190,18.6,37.6
0,764,10.7,29.6,0.026,0.041,15.8,36875,15.4,0.9
0,95110,5.8,17.7,0.012,0.056,15,43649,14.5,151.7
0,41446,-0.1,23,0.005,0.035,16.1,36588,21.2,56.2
0,4481,1.3,25.8,0.004,0.01,14.5,47960,14.3,9.1
0,9288,4.6,16.1,0.033,0.064,27.1,51619,15.4,6.9
0,54885,0.1,18.1,0.145,0.022,17.1,47162,14.7,108.8
0,499727,1.5,15.4,0.036,0.128,50,98633,4.4,1069.8
0,634638,5.4,19.5,0.157,0.196,18.1,43113,18.2,334.9
0,33700,-0.8,14.3,0.284,0.025,11.4,31832,24.5,51.3
1,128715,-1.9,20.9,0.031,0.041,30.3,48450,12.8,141.6
0,30112,-1.8,20.2,0.026,0.012,15.7,38522,16.9,371.3
0,805,13.9,22.9,0.014,0.378,6.8,39500,19.2,0.6
0,76218,-2,20.4,0.028,0.014,14.5,43597,12.4,72.4
0,11353,-1.5,16.3,0.008,0.265,8.2,32175,24.2,1.5
0,14337,-2.6,18.4,0.008,0.016,20.5,52832,10.2,26.2
1,2266,-5.5,16.8,0.013,0.735,16.5,37105,25.2,0.6
0,32810,-1.2,17.5,0.005,0.015,16,47649,12.6,29.5
0,21093,-1.3,14.8,0.366,0.147,11.6,40853,23.3,80.3
0,29099,1.2,19.7,0.004,0.041,24.8,38019,22.4,19.3
0,766215,6.6,12.5,0.157,0.162,29.6,45215,18.5,1013.8
0,38679,-1.8,21,0.032,0.031,23.3,47380,11.9,21.9
0,13952,-0.2,24,0.003,0.021,14.6,30302,23.3,29.5
0,9417,-0.2,20,0.004,0.041,17.5,52198,7.9,5.3
0,8223,-1.9,11.8,0.179,0.239,7.7,30049,32.2,24.7
1,136879,-0.5,13.7,0.498,0.053,22.5,50705,14.9,2673.2
0,42345,1.1,15.9,0.005,0.067,18.9,54780,8.3,98
0,73240,5.6,11.2,0.117,0.096,17.1,53274,13.7,432.7
0,33840,-3.3,19.9,0.009,0.086,17.4,48977,11.6,40.2
0,2218,-9.2,20.9,0.06,0.295,13.5,38401,18.8,2.7
0,28370,-0.5,19.7,0.103,0.024,15.4,35049,20.1,47.6
1,151367,-0.9,14,0.036,0.05,36.9,80529,6.5,372.2
0,24796,0.6,19.8,0.008,0.031,11.8,46163,11.8,63
0,3553,7.6,14.4,0.018,0.316,21.5,57978,10.9,3.5
0,18806,-1.3,28.8,0.005,0.018,10.8,32951,20.1,27.1
0,29500,7.4,13.1,0.034,0.165,27.8,44972,19.1,27.8
0,29095,-2.2,18.4,0.024,0.029,13.5,43928,14.8,21.1
0,37643,-0.4,26.6,0.132,0.063,33.3,61597,8.6,140.7
0,12014,-5,21.8,0.005,0.033,17,51504,11,32.7
0,9773,3.7,18.3,0.021,0.146,14.4,43260,16.6,18.3
0,113328,1.6,12.6,0.19,0.049,13.4,49960,17.1,90.8
0,26433,0.5,17,0.012,0.024,20.3,51826,10.1,46
0,13303,-4.5,14.6,0.043,0.008,11.5,30658,28.9,36.5
0,20231,-1.3,36.1,0.012,0.257,9.3,35776,19.4,4.6
0,40323,1.6,16.6,0.012,0.022,16.7,46513,11.9,120.8
0,70818,-2.7,18.9,0.014,0.098,14.1,42405,19,38.3
0,300654,1,17.4,0.063,0.12,26.6,60097,9.7,805.4
0,619,0.8,19.7,0.002,0.015,17.7,44167,18.8,0.8
0,14704,4.1,19.2,0.007,0.034,13.5,36434,17.4,53.1
0,2003,-2.2,26.9,0.003,0.013,13.8,41892,13,3.6
0,2176,-2.6,18,0.011,0.284,16.6,53018,9.9,3.1
0,8847,-4.4,16,0.357,0.041,8.6,32928,27.8,24.5
0,2891,-2.7,21.9,0.008,0.037,22.3,58625,5.8,3.4
0,155830,13.8,10.2,0.068,0.424,24.4,62993,10.4,152
0,39613,-2.9,22.9,0.095,0.081,11.1,34348,23.7,36.5
0,12913,-3.2,14.8,0.003,0.008,8.9,26877,28.6,43.2
0,15694,-1.4,23.9,0.005,0.016,20.3,41924,13.8,20
1,60086,-2.5,19.4,0.006,0.013,28,49271,13,66.3
0,27220,0.5,16.6,0.009,0.017,13.6,46840,13.5,21.3
0,9405,-2.3,19.1,0.026,0.229,15.6,41728,18.8,10.7
0,10833,-1.9,17.6,0.005,0.01,13.8,43958,13.9,31.9
0,3105,-0.1,23.8,0.007,0.098,19,48800,12.7,2.9
0,51608,-1.3,19.4,0.054,0.035,16.2,44346,14.5,106.7
0,130069,-1.2,16.9,0.085,0.037,16.7,43120,17.3,291.3
0,37380,0.9,17.1,0.125,0.031,17.4,33600,20.8,92.6
0,18564,-2.8,23.1,0.004,0.015,18.4,43925,13.6,24.1
0,51937,1.9,18.6,0.027,0.057,25.2,48687,14.8,122.7
0,12091,4.9,19.8,0.049,0.375,14.3,42829,17.1,11.1
0,70632,1,16.9,0.024,0.037,15.3,43026,14.7,73.6
0,18363,3.1,23,0.017,0.102,33.9,46504,8,17.6
0,17585,-0.1,16.5,0.074,0.016,18.4,45992,17.8,31.2
0,243675,4.4,12.9,0.094,0.084,38.2,84570,6.1,353.5
0,326110,3.4,14.4,0.014,0.257,21.2,46885,18.6,266.7
0,8686,-0.5,21.8,0.33,0.029,12.2,30521,26,37.1
0,91081,4.9,14.6,0.069,0.453,16.3,50364,16.9,98.4
0,201971,2.2,13.3,0.062,0.151,18.2,45693,16.7,426.5
1,37063,0.6,16.9,0.006,0.029,20.6,55584,10.3,63.1
0,8746,3.8,17,0.004,0.025,20.5,66534,7.3,8.1
0,9457,-3.5,26.1,0.007,0.023,12.1,31539,21.8,14.6
0,785,-2.8,26.9,0.011,0.181,23.1,46875,8.6,0.9
1,180445,-1.1,17.4,0.068,0.098,29.9,58590,12.5,162.3
0,55669,-1.9,16.3,0.026,0.048,15.3,43764,15.5,103
0,94924,4.4,17.2,0.004,0.027,28.4,46581,14.2,17.9
0,7549,4.7,20.3,0.052,0.357,14.2,50923,14.7,8.5
0,12795,-2.1,16.7,0.268,0.026,14.9,36073,23.3,60.5
0,1608,-2,25.3,0.011,0.119,19.8,39286,13.7,1.8
0,3912,-2.4,27.8,0.016,0.078,21.5,61573,11,15.3
0,2973,-1,24.8,0.006,0.013,16.7,49200,12,7
0,15693,-3.2,18.6,0.004,0.011,13,42524,15.8,63.1
0,80264,3.8,11.1,0.039,0.045,35.9,36812,25.7,113
0,25524,1.1,16.1,0.005,0.031,23.6,64697,6.4,45.3
0,9281,-3.3,20.3,0.012,0.05,16.8,46019,10.7,20.6
0,1945360,7.5,10.2,0.162,0.278,29.5,56853,15.2,2094.7
0,48946,-1.7,20.5,0.007,0.011,12.6,43290,12.6,49.2
0,6832,-1.5,13,0.192,0.062,12.2,42194,12.3,22.7
0,53854,2.7,14.9,0.026,0.053,16.8,49637,13.9,47.6
0,2622,-9.4,19.6,0.002,0.058,17.9,41131,15.7,1.3
0,54522,-1.4,19.2,0.022,0.228,20.1,51957,16.2,382.1
0,123694,14,17.4,0.023,0.266,33.3,65839,10.2,193.9
0,9431,-1.7,14.1,0.019,0.056,33.1,52147,15,21.7
0,16500,-0.7,18.5,0.206,0.197,15.8,40601,20.7,19.4
0,38903,-0.7,16.5,0.117,0.022,14.6,40651,19.1,93.3
0,106179,-1.5,18.3,0.017,0.05,18.2,45376,14.7,243.7
0,27770,0.2,16,0.006,0.057,22.3,58922,8.8,61.7
0,47617,1.9,12.3,0.416,0.027,34.4,35769,30.4,99.1
0,10034,0,15.1,0.048,0.149,13.8,48586,12.9,1.1
0,32869,-1.8,17.2,0.101,0.028,11.8,47427,12.4,58.2
0,41154,-0.7,22.1,0.01,0.049,20.3,53202,11,162.5
0,473279,1,14.6,0.119,0.181,29.7,72569,11.9,8030.3
0,44493,-1.2,18,0.021,0.071,17.4,43885,14.6,51.8
1,852469,5.9,14.4,0.058,0.153,52.4,75604,13.5,17179.1
0,26922,-2.8,13.3,0.451,0.073,19.2,39844,24.6,184.3
0,60099,7.9,11.6,0.206,0.025,33.1,51154,17.4,112
0,29997,2,20.3,0.017,0.031,22.5,51383,11.9,126.8
0,332499,5.1,12.8,0.233,0.08,36.3,72088,6.7,747.1
1,6196,1.4,18.9,0.008,0.383,23.8,34600,24.7,1.9
0,33722,2.3,16,0.004,0.016,25.9,68482,5.4,85.6
0,8294,-3,19.2,0.295,0.013,12.6,29876,24.1,20.4
0,14664,-1.8,19.3,0.004,0.009,10.3,28513,24.8,30.9
0,75194,5.7,7.9,0.069,0.081,45,43962,23.2,116.6
0,485331,4.4,22.5,0.056,0.134,20.4,43888,13.9,622.2
0,11032,1.1,23.6,0.029,0.082,11,44478,13.6,47.6
0,7371,-4.2,24.6,0.024,0.011,13,34175,18.8,11.1
0,9027,-1.2,21.5,0.003,0.096,17.5,47500,11.6,16
0,12387,-1.9,16.9,0.213,0.031,13,41586,20.6,38.9
0,3665,0.4,23.5,0.001,0.02,27.1,45938,13.5,2
0,16730,-0.6,19.4,0.007,0.017,11.1,39074,17.3,38.7
0,8639,-3.6,21,0.005,0.022,9.6,37739,16.3,12.4
0,42285,0.1,17.4,0.035,0.114,20.7,50149,13.6,53
0,2204,-5.9,29.9,0.019,0.337,35.3,49056,7.4,1
0,37733,-1.5,16.7,0.324,0.021,11.7,30687,25.4,40.5
0,1303,-0.6,21.1,0.002,0.048,27,42014,9.3,0.6
1,43714,-1.8,19.3,0.012,0.021,33.5,50234,12.4,56.7
0,33365,0.2,16.4,0.01,0.019,25,54723,9.2,60.1
0,13513,-0.2,20.1,0.015,0.094,14.7,44902,15.2,15.1
0,81322,-1.2,16.1,0.325,0.023,13,35439,22.9,111.7
0,95847,1.2,14.5,0.025,0.299,18.7,50408,16.7,157.3
0,37957,2,12.3,0.021,0.321,12.3,44943,22.3,8.1
0,10254,-3.2,21,0.34,0.013,12.3,31039,24.4,16.9
0,10151,-2.5,15.7,0.322,0.013,11.2,36165,21.8,14.7
0,23267,-1.3,25.2,0.003,0.02,23.8,45362,15.4,49.6
1,10619,-5.2,17.6,0.53,0.016,10.3,33143,27.4,27.4
0,2429,-1.2,28.2,0.004,0.016,18.4,37240,19.9,2.2
0,182006,3,13.2,0.013,0.041,26.4,58318,8.7,277.2
0,6013,-2.7,17.1,0.009,0.1,21.5,65026,7.2,6.7
0,25680,-1.5,16.9,0.006,0.013,18.8,56669,8.4,36.4
0,16596,3.1,14.1,0.006,0.033,22.6,43726,18.9,5.6
1,365298,4.2,14.4,0.271,0.126,31.9,45724,18.6,859.2
0,154548,2.4,12.8,0.043,0.561,13.6,45625,22.8,70.6
0,30652,-0.9,21.8,0.007,0.019,11.1,32668,26.5,54.8
0,148987,4.7,9.5,0.18,0.057,23.4,61837,11.4,455.8
0,90787,9.7,13.8,0.135,0.058,22.7,48619,14.7,147.8
0,10645,-1.8,16.6,0.01,0.024,15.9,41009,16.2,30.9
0,94357,-1.5,16.4,0.394,0.066,19.2,43084,17,177.3
0,6639,-3.1,21.8,0.005,0.049,14.3,45389,13.1,7.9
0,17642,3.6,15.1,0.01,0.028,32,59338,11.4,23
0,88771,-2.6,19.9,0.041,0.012,19.6,43546,14.4,254.4
0,50562,1.9,26.8,0.02,0.256,28.2,43601,14.9,45
0,27142,1.8,16,0.381,0.028,11.3,39162,22.6,30.4
0,137732,-4.1,20.4,0.035,0.015,18.3,41730,14.9,208.7
0,6833,2.6,12.2,0.001,0.022,11.6,36491,35.8,4.8
1,39051,0.7,19.7,0.005,0.011,28.2,42221,16.4,53.1
0,32494,0.2,16.3,0.02,0.025,17.8,43795,13.6,89.9
0,61623,-1.3,17.1,0.022,0.009,14.9,41552,18.3,137.7
0,44875,6.7,14,0.077,0.087,23.8,57298,12.4,110.8
0,17805,-1.8,18,0.009,0.03,12.4,36766,20.5,29.8
0,78241,-0.8,18.2,0.082,0.015,17,40758,17.1,130.3
0,8694,2.4,18.1,0.012,0.194,29,55269,9.3,45.5
0,17571,-2.2,19.9,0.009,0.019,12.3,34418,21.8,27.6
1,35045,-0.7,19.5,0.008,0.015,32.3,56733,11.1,139.1
1,217751,3.1,14.3,0.045,0.029,31.2,57260,9.7,294.6
0,44874,-0.2,16.1,0.077,0.057,21.2,48528,12.3,142.2
0,2727,1.2,23.2,0.006,0.027,20.3,44866,10.3,2.5
0,32041,-1,18.9,0.191,0.022,17.4,44945,11.4,68.3
0,22406,-1.7,18.2,0.356,0.025,14.3,45363,17.7,40.9
0,39590,-1.2,17.5,0.016,0.01,12.9,38841,20.3,76.8
0,82344,1.3,16.9,0.017,0.041,24.6,44963,14.9,30.1
1,134809,0.1,15.4,0.014,0.108,27.5,41426,20.4,37.7
